House,Brand,PL,CFG,a12,a6,ap12,c12,cfwd,cuts,e6,ep6,last_cons,cut_rate,fwd_vs_run,epos_g,sellin_g,flag
Gucci,Gucci Flora (01228),Gucci Flora Gorgeous Gardenia Intense (00007022),P_US_ALL_OTHERS,638007.0,318339.0,236179.0,75532.6385687483,75532.6385687483,9458.0,43118.0,68890.0,2027.M06,0.014607739414485725,0.11838841669252578,-0.37410364348962116,1.6957434826974456,UNDER-BOOKED
Gucci,Gucci Flora (01228),Gucci Flora Gorgeous Gardenia Intense (00007022),P_US_ULTA,86962.0,32269.0,78829.0,23150.36143125167,23150.36143125167,2606.0,17825.0,25382.0,2027.M06,0.02909521257591997,0.2662123850791342,-0.29773067528169567,-0.18129114919636174,UNDER-BOOKED
Gucci,Gucci Flora (01228),Gucci Flora Gorgeous Orchid Intense (00007099),P_US_ULTA,57524.0,57524.0,0.0,15291.0,15291.0,0.0,2684.0,0.0,2026.M08,0.0,0.26581948404144357,,,UNDER-BOOKED
Gucci,Gucci Guilty (00840),Gucci Guilty Black Pour Homme (00003465),P_US_ALL_OTHERS,312303.0,144830.0,525077.0,98561.05093833781,98561.05093833781,14864.0,51505.0,81029.0,2027.M06,0.045432454984763136,0.315594313658011,-0.36436337607523234,-0.44834757568889894,UNDER-BOOKED
Gucci,Gucci Guilty (00840),Gucci Guilty Black Pour Homme (00003465),P_US_ULTA,159129.0,111734.0,109240.0,41373.949061662104,41373.949061662104,11137.0,9833.0,15549.0,2027.M06,0.06540941820445656,0.26000257062925114,-0.36761206508457134,1.0456609300622484,UNDER-BOOKED
Gucci,Gucci Guilty (00840),Gucci Guilty Elixir PH (00006599),P_US_ALL_OTHERS,42358.0,23050.0,187322.0,21809.0,21809.0,122.0,13928.0,16956.0,2027.M06,0.002871939736346516,0.5148732234760848,-0.1785798537390894,-0.7538997021172099,UNDER-BOOKED
Gucci,Gucci Guilty (00840),Gucci Guilty Limited Editions F (00007090),P_US_ULTA,38887.0,26356.0,30674.0,2013.0,2013.0,382.0,6695.0,12533.0,2027.M06,0.009727775089765463,0.05176537146089953,-0.46581026091119443,0.7184586294581731,UNDER-BOOKED
Gucci,Gucci Guilty (00840),Gucci Guilty Limited Editions M (00007089),P_US_ULTA,16310.0,4439.0,28929.0,1649.0,1649.0,1689.0,4479.0,8860.0,2027.M06,0.09383854658592145,0.10110361741263028,-0.49446952595936794,-0.6931107193473677,UNDER-BOOKED
Gucci,Gucci Guilty (00840),Gucci Guilty Liqueurs PH (00007143),P_US_ALL_OTHERS,22010.0,3020.0,141.0,4946.793103448275,4946.793103448275,0.0,2520.0,9360.0,2027.M06,0.0,0.2247520719422206,-0.7307692307692307,41.836879432624116,UNDER-BOOKED
Gucci,Gucci Guilty (00840),Gucci Guilty Liqueurs PH PF (00006775),P_US_ULTA,20232.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,UNDER-BOOKED
Gucci,Gucci Guilty (00840),Gucci Guilty PF 21 (00005854),P_US_ULTA,66196.0,12164.0,42645.0,22391.0,22391.0,9715.0,9696.0,13580.0,2027.M06,0.12797881729920565,0.3382530666505529,-0.2860088365243004,-0.4295228045491851,UNDER-BOOKED
Gucci,Gucci Guilty (00840),Gucci Guilty PH Eau de Parfum (00005405),P_US_ULTA,97628.0,38384.0,158408.0,20655.5,20655.5,9324.0,12613.0,12686.0,2027.M06,0.08717929538484553,0.21157352398901955,-0.005754374901466183,-0.515378011211555,UNDER-BOOKED
Gucci,Gucci Guilty (00840),Gucci Guilty Pour Femme EDP (00005015),P_US_ALL_OTHERS,69060.0,29147.0,168907.0,36166.0,36166.0,11490.0,15415.0,24953.0,2027.M06,0.14264432029795157,0.5236895453229076,-0.38223860858413816,-0.6548751679918535,UNDER-BOOKED
Gucci,Gucci Guilty (00840),Gucci Guilty Pour Femme EDP (00005015),P_US_ULTA,23754.0,18969.0,50614.0,7703.0,7703.0,14267.0,2852.0,4156.0,2027.M06,0.3752399989479498,0.324282226151385,-0.31376323387872956,-0.250444541036077,UNDER-BOOKED
Gucci,Gucci Luxury Collection (01096),Gucci Luxury Collection ROSES AND MUSKS (00006656),P_US_ALL_OTHERS,57427.0,21567.0,16.0,30848.66666666666,30848.66666666666,0.0,150.0,152.0,2027.M06,0.0,0.5371805364491731,-0.013157894736842105,2694.875,UNDER-BOOKED
