House,Brand,PL,CFG,a12,a6,ap12,c12,cfwd,cuts,e6,ep6,last_cons,cut_rate,fwd_vs_run,epos_g,sellin_g
Kylie Makeup,Collection (01319),Kylie Holiday (00006439),P_US_ULTA,18624.0,0.0,106111.0,0.0,0.0,0.0,0.0,9864.0,,0.0,0.0,-1.0,-1.0
Kylie Makeup,Collection (01319),Kylie Spring (00006443),P_US_ULTA,7.0,7.0,33754.0,0.0,0.0,3.0,112.0,1342.0,,0.3,0.0,-0.9165424739195231,-0.9995852343425964
Kylie Makeup,Collection (01319),Kylie Summer (00006440),P_US_ALL_OTHERS,0.0,0.0,0.0,8650.0,8650.0,0.0,23.0,30.0,2027.M03,,,-0.23333333333333334,
Kylie Makeup,Collection (01319),Kylie Summer (00006440),P_US_ULTA,50974.0,9976.0,42825.0,28543.0,127927.0,13144.0,14590.0,34623.0,2029.M07,0.20499703671355937,0.5599521324596853,-0.5786038182710914,-0.5341039112667835
Kylie Makeup,Eyes (01244),Eyes Multi (00006012),P_US_ALL_OTHERS,0.0,0.0,24.0,0.0,0.0,0.0,71.0,267.0,,,,-0.7340823970037453,-1.0
Kylie Makeup,Eyes (01244),Eyes Multi (00006012),P_US_ULTA,0.0,0.0,5.0,0.0,0.0,3.0,0.0,267.0,,1.0,,-1.0,-1.0
Kylie Makeup,Eyes (01244),Kylie Brow Gel (00006107),P_US_ALL_OTHERS,830.0,279.0,701.0,508.5,1325.5,11.0,248.0,296.0,2029.M07,0.013079667063020214,0.6126506024096385,-0.16216216216216217,-0.20399429386590584
Kylie Makeup,Eyes (01244),Kylie Brow Gel (00006107),P_US_ULTA,4593.0,2390.0,3945.0,4845.0,13865.0,66.0,1799.0,1878.0,2029.M07,0.014166130070830651,1.054866100587851,-0.04206602768903089,0.21166032953105196
Kylie Makeup,Eyes (01244),Kylie Brow Highlighter (00006110),P_US_ALL_OTHERS,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,,,,-0.42857142857142855,
Kylie Makeup,Eyes (01244),Kylie Brow Highlighter (00006110),P_US_ULTA,6.0,0.0,576.0,0.0,0.0,4.0,0.0,0.0,,0.4,0.0,,-1.0
Kylie Makeup,Eyes (01244),Kylie Brow Kit (00006112),P_US_ALL_OTHERS,0.0,0.0,0.0,0.0,0.0,0.0,4.0,46.0,,,,-0.9130434782608695,
Kylie Makeup,Eyes (01244),Kylie Brow Kit (00006112),P_US_ULTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Kylie Makeup,Eyes (01244),Kylie Brow Pencil (00006108),P_US_ALL_OTHERS,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,,,,,-1.0
Kylie Makeup,Eyes (01244),Kylie Brow Pencil (00006108),P_US_ULTA,0.0,0.0,819.0,0.0,0.0,0.0,0.0,0.0,,,,,-1.0
Kylie Makeup,Eyes (01244),Kylie Brow Pomade (00006109),P_US_ULTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Kylie Makeup,Eyes (01244),Kylie E/S Palette (00006116),P_US_ALL_OTHERS,4916.0,2464.0,12853.0,3881.0,17487.0,2646.0,2132.0,4492.0,2029.M07,0.34990743189632373,0.7894629780309195,-0.5253784505788067,-0.616587567104956
Kylie Makeup,Eyes (01244),Kylie E/S Palette (00006116),P_US_ULTA,1562.0,446.0,15999.0,580.0,1300.0,433.0,524.0,1633.0,2029.M07,0.21704260651629073,0.3713188220230474,-0.6791181873851806,-0.9442465154072129
Kylie Makeup,Eyes (01244),Kylie Eye Brushes (00006121),P_US_ULTA,141.0,55.0,12.0,0.0,0.0,66.0,146.0,229.0,,0.3188405797101449,0.0,-0.3624454148471616,8.166666666666666
Kylie Makeup,Eyes (01244),Kylie False Lashes (00006120),P_US_ALL_OTHERS,20.0,20.0,16.0,0.0,0.0,0.0,22.0,15.0,,0.0,0.0,0.4666666666666667,1.5
Kylie Makeup,Eyes (01244),Kylie False Lashes (00006120),P_US_ULTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Kylie Makeup,Eyes (01244),Kylie Gel Pencil (00006114),P_US_ALL_OTHERS,6980.0,2882.0,7355.0,6184.526277636825,17255.526277636825,17.0,2591.0,4065.0,2029.M07,0.0024296126911533514,0.8860352833290581,-0.36260762607626074,-0.21631543167912984
Kylie Makeup,Eyes (01244),Kylie Gel Pencil (00006114),P_US_ULTA,18137.0,8757.0,20836.0,17732.47372236317,50976.47372236317,2.0,6521.0,8280.0,2029.M07,0.00011025966150283919,0.9776960755562205,-0.21243961352657004,-0.15943559224419274
Kylie Makeup,Eyes (01244),Kylie Liquid Pen (00006113),P_US_ALL_OTHERS,1823.0,1529.0,693.0,1294.0,3707.0,10.0,690.0,476.0,2029.M07,0.005455537370430988,0.7098189797037849,0.4495798319327731,3.4126984126984126
Kylie Makeup,Eyes (01244),Kylie Liquid Pen (00006113),P_US_ULTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Kylie Makeup,Eyes (01244),Kylie Mascara Cream (00006117),P_US_ALL_OTHERS,5338.0,2569.0,11358.0,211083.16969209287,221689.16969209287,11.0,3106.0,4024.0,2029.M07,0.002056459151243223,39.543493760227214,-0.22813121272365805,-0.547631625286142
Kylie Makeup,Eyes (01244),Kylie Mascara Cream (00006117),P_US_ULTA,51579.0,22941.0,34214.0,23014.96551724137,125778.96551724136,1429.0,20802.0,22083.0,2029.M07,0.026958194989435556,0.44620805981584305,-0.05800842276864557,0.34102998772432336
Kylie Makeup,Eyes (01244),Kylie Mascara Mini (00006119),P_US_ALL_OTHERS,32655.0,1401.0,21970.0,9841.19354838709,23904.19354838709,7.0,183.0,314.0,2028.M08,0.0002143163309044149,0.301368658655247,-0.4171974522292994,-0.8724624487938097
Kylie Makeup,Eyes (01244),Kylie Mascara Mini (00006119),P_US_ULTA,72277.0,46277.0,104323.0,4505.8064516129,5111.8064516129,0.0,509.0,1930.0,2028.M08,0.0,0.06234080622622549,-0.7362694300518134,-0.11281309011435638
Kylie Makeup,Eyes (01244),Kylie matte liquid eyeshadow (00006703),P_US_ULTA,0.0,0.0,4000.0,0.0,0.0,0.0,0.0,0.0,,,,,-1.0
Kylie Makeup,Face (01243),Face Multi (00006011),P_US_ALL_OTHERS,3558.0,3264.0,450.0,11188.666666666666,20938.666666666664,127.0,204.0,272.0,2028.M06,0.0344640434192673,3.1446505527449875,-0.25,13.506666666666666
Kylie Makeup,Face (01243),Face Multi (00006011),P_US_ULTA,20320.0,19240.0,1009.0,5107.0,5107.0,0.0,4989.0,213.0,2026.M08,0.0,0.2513287401574803,22.422535211267604,37.136769078295345
Kylie Makeup,Face (01243),Kylie Beam Me Up Highlighter Stick (00006712),P_US_ULTA,0.0,0.0,17712.0,22800.0,22800.0,0.0,67.0,1391.0,2027.M03,,,-0.9518332135154565,-1.0
Kylie Makeup,Face (01243),Kylie Blush Sticks (00006132),P_US_ALL_OTHERS,3998.0,1810.0,7231.0,852.0,852.0,0.0,1967.0,2144.0,2026.M08,0.0,0.21310655327663833,-0.08255597014925373,-0.49937767943576267
Kylie Makeup,Face (01243),Kylie Blush Sticks (00006132),P_US_ULTA,11319.0,308.0,28259.0,0.0,0.0,77.0,1855.0,13223.0,,0.006756756756756757,0.0,-0.8597141344626786,-0.9782016348773842
Kylie Makeup,Face (01243),Kylie Concealer (00006124),P_US_ALL_OTHERS,16205.0,2152.0,84359.0,5621.583333333333,16613.583333333332,414.0,2805.0,3846.0,2029.M07,0.02491124616402912,0.3469042476601872,-0.2706708268330733,-0.948979954717339
Kylie Makeup,Face (01243),Kylie Concealer (00006124),P_US_ULTA,53812.0,34392.0,146243.0,56093.18589743589,245599.18589743588,17888.0,25548.0,19657.0,2029.M07,0.2494839609483961,1.0423917694461438,0.2996896779773109,-0.5296595392599988
Kylie Makeup,Face (01243),Kylie Face Brushes (00007111),P_US_ALL_OTHERS,0.0,0.0,0.0,4173.0,7235.0,0.0,0.0,0.0,2029.M06,,,,
Kylie Makeup,Face (01243),Kylie Foundation (00006130),P_US_ALL_OTHERS,25220.0,4009.0,110780.0,12002.0,31273.0,4001.0,5575.0,6942.0,2029.M07,0.13692207658875466,0.47589214908802535,-0.196917314894843,-0.9276223144972017
Kylie Makeup,Face (01243),Kylie Foundation (00006130),P_US_ULTA,15720.0,4620.0,183257.0,1833.0,22105.0,0.0,6052.0,16365.0,2029.M07,0.0,0.1166030534351145,-0.6301863733577757,-0.9495790065318105
Kylie Makeup,Face (01243),Kylie Glow Drops (00007112),P_US_ALL_OTHERS,0.0,0.0,0.0,91188.0,118626.0,0.0,0.0,0.0,2028.M02,,,,
Kylie Makeup,Face (01243),Kylie Hybrid Blush (00006713),P_US_ALL_OTHERS,14070.0,6094.0,12690.0,23587.21002745608,84197.21002745608,395.0,4479.0,7859.0,2029.M07,0.027307293466989284,1.6764186231312068,-0.4300801628705942,-0.03955870764381403
Kylie Makeup,Face (01243),Kylie Hybrid Blush (00006713),P_US_ULTA,119143.0,77671.0,46296.0,162359.7899725439,403979.7899725439,17153.0,41132.0,44435.0,2029.M07,0.1258510888067148,1.3627304161599414,-0.07433329582536288,2.3554086746155174
Kylie Makeup,Face (01243),Kylie Loose Powder (00006129),P_US_ALL_OTHERS,3196.0,1449.0,4937.0,1760.0,3443.0,176.0,1307.0,1713.0,2029.M07,0.05219454329774614,0.5506883604505632,-0.23701109165207238,-0.4130038484909864
Kylie Makeup,Face (01243),Kylie Loose Powder (00006129),P_US_ULTA,20390.0,8609.0,36824.0,19925.0,37484.0,11228.0,8371.0,11462.0,2029.M07,0.35511417546966917,0.9771947032859245,-0.2696737044145873,-0.532424505757115
Kylie Makeup,Face (01243),Kylie Powder Blush (00006125),P_US_ALL_OTHERS,1987.0,851.0,12509.0,52526.0,99547.0,0.0,769.0,2093.0,2029.M07,0.0,26.434826371414193,-0.63258480649785,-0.8639379646654409
Kylie Makeup,Face (01243),Kylie Powder Blush (00006125),P_US_ULTA,2.0,0.0,1626.0,18000.0,18000.0,0.0,0.0,502.0,2027.M03,0.0,9000.0,-1.0,-1.0
Kylie Makeup,Face (01243),Kylie Powder Bronzer (00006127),P_US_ALL_OTHERS,4287.0,2071.0,5021.0,46134.0,85319.0,2.0,2100.0,3023.0,2029.M07,0.00046630916297505244,10.761371588523444,-0.3053258352629838,-0.17506472814180443
Kylie Makeup,Face (01243),Kylie Powder Bronzer (00006127),P_US_ULTA,2.0,0.0,2241.0,53.5,53.5,0.0,4.0,371.0,2026.M08,0.0,26.75,-0.9892183288409704,-1.0
Kylie Makeup,Face (01243),Kylie Powder Highlighter (00006126),P_US_ALL_OTHERS,0.0,0.0,333.0,0.0,0.0,0.0,7.0,90.0,,,,-0.9222222222222223,-1.0
Kylie Makeup,Face (01243),Kylie Powder Highlighter (00006126),P_US_ULTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,
Kylie Makeup,Face (01243),Kylie Setting Spray (00006128),P_US_ALL_OTHERS,1339.0,420.0,530.0,951.0,2807.0,0.0,354.0,421.0,2029.M07,0.0,0.7102315160567588,-0.15914489311163896,0.5849056603773585
Kylie Makeup,Face (01243),Kylie Setting Spray (00006128),P_US_ULTA,8187.0,3835.0,7776.0,8681.14606741573,25211.146067415728,0.0,3241.0,3818.0,2029.M07,0.0,1.0603574041059887,-0.15112624410686223,-0.013631687242798354
Kylie Makeup,Face (01243),Kylie Skin Tint Foundation (00006730),P_US_ALL_OTHERS,49568.0,31580.0,14845.0,256114.12374549994,511612.12374549994,7338.0,10930.0,11295.0,2029.M07,0.12894949565950867,5.1669247043556314,-0.03231518370960602,3.2546311889525095
Kylie Makeup,Face (01243),Kylie Skin Tint Foundation (00006730),P_US_ULTA,627624.0,393323.0,167219.0,729319.1444160705,729319.1444160705,593496.0,268654.0,219546.0,2027.M06,0.4860259433962264,1.1620319561012176,0.22367977553678955,3.704285996208565
Kylie Makeup,Face (01243),Kylie Supple Primer (00006890),P_US_ALL_OTHERS,1364.0,1364.0,0.0,23937.0,23937.0,0.0,51.0,0.0,2027.M06,0.0,17.549120234604107,,
Kylie Makeup,Face (01243),Kylie Supple Primer (00006890),P_US_ULTA,29335.0,29335.0,0.0,2460.0,2460.0,0.0,1586.0,0.0,2026.M08,0.0,0.0838588716550196,,
Kylie Makeup,Face (01243),Kylie Undereye Brightening Powder (00006791),P_US_ALL_OTHERS,452.0,452.0,0.0,5412.0,5412.0,0.0,79.0,0.0,2027.M06,0.0,11.973451327433628,,
Kylie Makeup,Face (01243),Kylie Undereye Brightening Powder (00006791),P_US_ULTA,2496.0,2496.0,0.0,192.0,192.0,0.0,762.0,0.0,2026.M08,0.0,0.07692307692307693,,
Kylie Makeup,Kylie Makeup Other (01223),Accesories (00006010),P_US_ALL_OTHERS,35021.0,11163.0,80449.0,147806.7810357958,159365.7810357958,23.0,2864.0,4208.0,2029.M07,0.000656317771943842,4.220518575591668,-0.3193916349809886,-0.7224825665949857
Kylie Makeup,Kylie Makeup Other (01223),Accesories (00006010),P_US_ULTA,129847.0,86847.0,134998.0,45967.21896420411,122649.2189642041,11191.0,19364.0,19927.0,2029.M07,0.07934740991789446,0.3540106353185219,-0.028253123902243188,0.28664128357457147
Kylie Makeup,Kylie Makeup Other (01223),Other Multi (00005863),P_US_ALL_OTHERS,550.0,0.0,0.0,0.0,0.0,0.0,59.0,487.0,,0.0,0.0,-0.8788501026694046,
Kylie Makeup,Kylie Makeup Other (01223),Other Multi (00005863),P_US_ULTA,399.0,0.0,0.0,0.0,0.0,0.0,0.0,385.0,,0.0,0.0,-1.0,
Kylie Makeup,Lips (01245),Kylie Blurred Liquid Lipstick (00006574),P_US_ALL_OTHERS,0.0,0.0,0.0,81.0,81.0,0.0,0.0,0.0,2026.M08,,,,
